Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
6161,RBF,11/3/2022,"1,500,000","1,995,000",0,"1,115,000",686.6666,0.04
6160,SuperB,11/3/2022,"1,000,000","1,230,000",0,0,764.5,0.01
6158,RBF,11/2/2022,"80,000","100,000",0,0,718.5,0.03
6157,RBF,11/2/2022,"20,000","27,800",0,0,637,0.12
6156,RBF,11/2/2022,"200,000","258,000",0,"52,827",712,0.04
6155,RBF,11/1/2022,"1,200,000","1,584,000",0,0,731.3333,0.05
6154,RBF,11/1/2022,"800,000","1,064,000",0,0,670,0.07
6153,RBF,11/1/2022,"400,000","504,000",0,0,759,0.02
6152,RBF,11/1/2022,"500,000","675,000",0,0,725,0.1
6151,RBF,10/31/2022,"1,000,000","1,280,000",0,0,753,0.06
6149,RBF,10/31/2022,"350,000","444,500",0,0,738,0.04
6148,RBF,10/31/2022,"1,000,000","1,360,000",0,"167,091",713.6666,0.05
6147,RBF,10/31/2022,"1,000,000","1,310,000",0,0,756,0.06
6146,RBF,10/31/2022,"150,000","192,000",0,0,723,0.06
6145,RBF,10/31/2022,"605,000","798,600",0,0,718,0.07
6144,SuperB,10/31/2022,"1,250,000","1,462,500",0,0,756,0
6143,RBF,10/28/2022,"250,000","300,000",0,0,722.5,0.04
6142,RBF,10/28/2022,"600,000","816,000",0,0,733,0.08
6141,RBF,10/28/2022,"900,000","1,125,000",0,0,625,0.02
6140,RBF,10/27/2022,"200,000","276,000",0,"30,238",634,0.1
6139,RBF,10/27/2022,"300,000","363,000",0,"144,371",712.5,0.01
6138,RBF,10/27/2022,"155,000","181,350",0,0,744.5,0.05
6137,RBF,10/27/2022,"500,000","650,000",0,0,829,0.05
6136,RBF,10/26/2022,"519,452","623,343",0,0,614,0.01
6135,RBF,10/26/2022,"200,000","254,000",0,0,746,0.04
6134,RBF,10/26/2022,"425,000","556,750",0,0,717.5,0.05
6133,SuperB,10/25/2022,"1,350,000","1,572,750",0,0,743,0.005
6132,RBF,10/25/2022,"200,000","234,000",0,0,750,0.03
6131,RBF,10/25/2022,"150,000","195,000",0,0,651,0.05
6130,RBF,10/25/2022,"150,000","193,500","-139,535",0,624,0.05
6129,RBF,10/24/2022,"100,000","133,000",0,0,599,0.06
6128,RBF,10/24/2022,"208,000","274,560",0,"68,219",741,0.06
6127,RBF,10/24/2022,"400,000","520,000",0,0,715,0.06
6126,RBF,10/21/2022,"125,000","170,000",0,0,676.5,0.1
6125,RBF,10/21/2022,"150,000","187,500",0,0,739.5,0.03
6124,SuperB,10/21/2022,"2,282,060","2,875,396",0,0,659,0.03
6122,RBF,10/21/2022,"500,000","665,000",0,"147,936",650,0.07
6121,RBF,10/21/2022,"125,000","161,250",0,0,702,0.06
6120,SuperB,10/20/2022,"2,600,000","3,172,000",0,0,721,0.02
6119,RBF,10/20/2022,"80,000","98,400",0,0,671,0.03
6118,RBF,10/20/2022,"400,000","536,000",0,0,798,0.07
6117,RBF,10/19/2022,"66,000","90,420",0,0,677,0.1
6116,RBF,10/19/2022,"500,000","630,000",0,0,731,0.04
6115,RBF,10/19/2022,"500,000","670,000",0,0,797,0.08
6114,RBF,10/18/2022,"250,000","305,000",0,0,775.5,0.02
6113,RBF,10/18/2022,"750,000","975,000",0,0,683,0.05
6112,RBF,10/18/2022,"300,000","369,000",0,0,660,0.03
6111,RBF,10/18/2022,"62,230","74,676",0,"3,556",651,0
6110,RBF,10/18/2022,"700,000","924,000",0,"144,500",753,0.07
6109,RBF,10/17/2022,"1,215,000","1,615,950",0,0,703,0.06
6108,RBF,10/17/2022,"1,200,000","1,500,000",0,0,683,0.01
6107,RBF,10/17/2022,"200,000","262,000",0,0,797,0.06
6106,RBF,10/17/2022,"200,000","254,000",0,0,748,0.05
6104,RBF,10/14/2022,"155,000","203,050",0,0,656,0.06
6103,RBF,10/14/2022,"300,000","375,000",0,0,749,0.03
6102,RBF,10/14/2022,"275,000","357,500",0,0,667,0.05
6101,RBF,10/14/2022,"65,000","86,450",0,0,661,0.06
6100,RBF,10/13/2022,"400,000","500,000",0,0,785,0.05
6099,RBF,10/13/2022,"275,000","332,750",0,0,763,0.07
6098,RBF,10/13/2022,"25,000","38,750",0,0,724,0
6097,RBF,10/13/2022,"500,000","665,000",0,0,727,0.06
6096,SuperB,10/13/2022,"1,500,000","1,800,000",0,0,782,0.04
6095,RBF,10/12/2022,"300,000","393,000",0,0,681,0.05
6094,RBF,10/12/2022,"100,000","130,000",0,"89,476",723,0.05
6093,SuperB,10/12/2022,"750,000","900,000",0,0,781,0.01
6092,RBF,10/12/2022,"100,000","126,000",0,0,735.5,0.04
6091,RBF,10/12/2022,"100,000","127,000",0,0,791,0.03
6090,RBF,10/12/2022,"150,000","202,500",0,0,679.5,0.1
6089,RBF,10/7/2022,"200,000","266,000",0,0,595,0.08
6088,RBF,10/7/2022,"650,000","845,000",0,"276,959",667,0.06
6087,RBF,10/7/2022,"125,000","160,000",0,0,662,0.05
6086,RBF,10/7/2022,"100,000","131,000",0,0,716,0.05
6085,RBF,10/7/2022,"300,000","390,000",0,0,681,0.05
6084,RBF,10/7/2022,"350,000","486,500",0,0,654,0.12
6083,RBF,10/7/2022,"600,000","750,000",0,0,730,0.01
6082,SuperB,10/7/2022,"1,000,000","1,220,000",0,0,761,0.01
6080,RBF,10/6/2022,"420,000","537,600",0,0,715,0.06
6079,SuperB,10/6/2022,"300,000","348,000",0,0,684,0.03
6077,RBF,10/6/2022,"30,000","37,200",0,0,777,0.12
6075,RBF,10/6/2022,"330,000","429,000",0,0,638,0.06
6074,RBF,10/5/2022,"800,000","1,016,000",0,0,726,0.04
6073,RBF,10/5/2022,"200,000","270,000",0,"76,250",745,0.1
6072,RBF,10/5/2022,"60,000","77,400",0,0,694,0.04
6071,RBF,10/5/2022,"200,000","260,000",0,0,685,0.05
6070,RBF,10/4/2022,"250,000","320,000",0,0,687,0.05
6068,RBF,10/4/2022,"175,000","229,250",0,0,676,0.07
6067,RBF,10/4/2022,"230,000","282,900",0,0,791,0.02
6066,RBF,10/4/2022,"50,000","68,500",0,0,624,0.12
6065,RBF,10/4/2022,"150,000","196,500",0,0,600,0.11
6064,RBF,10/4/2022,"250,000","317,500",0,0,668,0.03
6063,RBF,10/4/2022,"100,000","122,000",0,0,739,0.03
6062,SuperB,10/4/2022,"1,500,000","1,942,500",0,0,796,0.005
6061,SuperB,10/4/2022,"850,000","1,020,000",0,0,795.5,0.02
6060,RBF,10/4/2022,"75,000","87,750",0,0,713,0.04
6059,RBF,10/3/2022,"125,000","173,750",0,0,696.5,0.1
6058,RBF,10/3/2022,"50,000","62,500",0,0,579,0.03
6057,RBF,10/3/2022,"1,000,000","1,300,000",0,0,724,0.05
6056,RBF,10/3/2022,"185,000","238,650",0,0,630,0.05
6055,RBF,10/3/2022,"200,000","262,000",0,0,648,0.05
6053,RBF,10/3/2022,"500,000","600,000",0,0,766,0.01
6052,RBF,9/30/2022,"180,000","237,600",0,0,755,0.09
6050,RBF,9/30/2022,"150,000","186,000",0,0,790,0.03
6049,RBF,9/30/2022,"300,000","411,000",0,0,753,0.12
6048,RBF,9/30/2022,"150,000","189,000",0,0,728.5,0.04
6047,RBF,9/30/2022,"500,000","660,000",0,0,679,0.08
6046,SuperB,9/30/2022,"1,750,000","2,170,000","-999,719",0,728,0.02
6044,RBF,9/30/2022,"500,000","610,000",0,0,703,0.03
6043,SuperB,9/30/2022,"2,500,000","3,125,000",0,0,782,0.04
6042,RBF,9/29/2022,"275,000","352,000",0,0,733.5,0.05
6041,RBF,9/29/2022,"2,250,000","2,587,500",0,0,770.5,0.02
6039,RBF,9/29/2022,"850,000","1,122,000",0,0,735,0.02
6038,RBF,9/29/2022,"350,000","441,000",0,0,744,0.04
6037,RBF,9/29/2022,"76,647","93,509",0,"63,323",594.5,0
6036,RBF,9/29/2022,"150,000","186,000",0,"146,310",657.5,0.02
6035,SuperB,9/29/2022,"1,500,000","1,815,000",0,0,792,0.02
6034,RBF,9/29/2022,"100,000","118,000",0,0,661,0.05
6033,RBF,9/29/2022,"1,000,000","1,290,000",0,0,782,0.03
6031,RBF,9/29/2022,"600,000","792,000",0,0,790,0.03
6030,RBF,9/28/2022,"650,000","838,500",0,"150,490",735,0.07
6029,RBF,9/28/2022,"300,000","399,000",0,"57,863",727,0.07
6028,RBF,9/28/2022,"300,000","384,000",0,0,762,0.07
6027,RBF,9/28/2022,"150,000","195,000",0,0,725.3333,0.05
6026,RBF,9/27/2022,"250,000","332,500",0,0,667,0.06
6025,RBF,9/27/2022,"525,000","693,000",0,0,686,0.02
6024,RBF,9/27/2022,"900,000","1,161,000",0,0,671,0.02
6023,RBF,9/27/2022,"100,000","131,000",0,"77,475",783,0.07
6022,RBF,9/27/2022,"85,000","114,750",0,0,624,0.07
6021,RBF,9/26/2022,"200,000","256,000",0,0,660.5,0.05
6020,RBF,9/26/2022,"300,000","372,000",0,0,749,0.02
6019,RBF,9/26/2022,"950,000","1,130,500",0,0,702,0.01
6018,RBF,9/26/2022,"190,000","250,800",0,0,647.5,0.04
6017,RBF,9/26/2022,"620,000","837,000",0,0,658,0.06
6016,RBF,9/23/2022,"250,000","330,000",0,0,712,0.06
6015,SuperB,9/23/2022,"1,200,000","1,536,000",0,"582,214",801,0.05
6014,RBF,9/23/2022,"120,000","154,800",0,0,655,0.06
6013,RBF,9/23/2022,"150,000","204,000",0,0,613,0.1
6012,SuperB,9/23/2022,"500,000","620,000",0,0,755,0.05
6011,RBF,9/22/2022,"400,000","500,000",0,0,699,0.04
6009,RBF,9/22/2022,"225,000","299,250",0,0,687,0.11
6008,RBF,9/22/2022,"600,000","798,000",0,0,629,0.08
6007,SuperB,9/22/2022,"1,375,446","1,698,676",0,0,742,0.01
6006,RBF,9/22/2022,"1,000,000","1,280,000",0,0,728,0.04
6005,RBF,9/22/2022,"1,000,000","1,330,000",0,0,690,0.05
6004,RBF,9/22/2022,"500,000","640,000",0,0,734.3333,0.02
6002,RBF,9/21/2022,"1,000,000","1,260,000",0,0,813,0.02
6001,RBF,9/21/2022,"100,000","130,000",0,0,644,0.05
5999,RBF,9/21/2022,"150,000","190,500",0,0,762,0.06
5997,RBF,9/21/2022,"650,000","903,500",0,0,802.5,0.1
5996,RBF,9/20/2022,"500,000","645,000",0,0,657,0.06
5995,RBF,9/20/2022,"180,000","232,200",0,"57,792",680,0.025
5994,RBF,9/20/2022,"300,000","423,000",0,0,623,0.11
5992,SuperB,9/19/2022,"750,000","930,000",0,0,808,0.05
5991,RBF,9/19/2022,"100,000","132,000",0,0,594,0.065
5990,RBF,9/19/2022,"654,508","844,315",0,0,710,0.04
5989,RBF,9/19/2022,"750,000","1,005,000",0,"126,160",690,0.025
5988,RBF,9/19/2022,"750,000","1,027,500",0,"20,475",698.5,0.06
5986,RBF,9/16/2022,"500,000","625,000",0,0,709,0.03
5985,RBF,9/16/2022,"2,000,000","2,660,000","-2,014,156",0,807,0.04
5983,RBF,9/16/2022,"150,000","193,500",0,0,680,0.1
5982,RBF,9/16/2022,"500,000","680,000",0,0,687.5,0.1
5980,RBF,9/15/2022,"175,000","232,750",0,0,671.5,0.05
5979,RBF,9/15/2022,"725,000","928,000",0,"537,915",706,0.03
5978,RBF,9/15/2022,"120,000","153,600",0,0,708,0.05
5977,RBF,9/15/2022,"150,000","198,000",0,0,570,0.1
5976,RBF,9/13/2022,"650,000","864,500",0,0,710,0.07
5975,RBF,9/13/2022,"150,000","171,000",0,0,647,0.03
5974,RBF,9/13/2022,"400,000","552,000",0,"93,333",619,0.1
5973,RBF,9/13/2022,"175,000","243,250",0,0,629,0.12
5972,RBF,9/13/2022,"175,000","234,500",0,0,781,0.06
5971,RBF,9/13/2022,"800,000","1,040,000",0,0,777,0.05
5970,RBF,9/12/2022,"100,000","134,000",0,"7,492",727,0.12
5969,RBF,9/12/2022,"650,000","858,000",0,0,605,0.08
5968,RBF,9/9/2022,"750,000","862,500",0,0,697,0.03
5967,RBF,9/9/2022,"2,000,000","2,250,000",0,0,810,0.005
5966,RBF,9/9/2022,"125,000","163,750",0,0,655.5,0.04
5965,RBF,9/9/2022,"1,200,000","1,524,000",0,0,631,0.03
5964,RBF,9/9/2022,"200,000","260,000",0,0,676.5,0.06
5963,RBF,9/9/2022,"600,000","714,000",0,0,759,0
5962,SuperB,9/9/2022,"1,000,000","1,120,000",0,0,716,0
5960,SuperB,9/8/2022,"1,900,000","2,242,000",0,0,774,0
5959,RBF,9/8/2022,"100,000","134,000",0,0,637,0.1
5958,RBF,9/8/2022,"275,000","352,000",0,0,693,0.03
5957,RBF,9/8/2022,"500,000","710,000",0,0,718,0.1
5955,RBF,9/7/2022,"75,000","101,250",0,"2,821",603,0.08
5954,RBF,9/7/2022,"200,000","250,000",0,"112,698",682,0.03
5953,RBF,9/6/2022,"150,000","190,500",0,0,718,0.03
5952,RBF,9/6/2022,"300,000","360,000",0,0,741,0
5951,RBF,9/6/2022,"350,000","444,500",0,0,724,0.06
5950,RBF,9/6/2022,"100,000","123,000",0,0,756.5,0.02
5949,RBF,9/2/2022,"600,000","774,000","-497,026",0,688,0.05
5948,RBF,9/2/2022,"350,000","413,000",0,0,717,0.02
5947,RBF,9/2/2022,"400,000","516,000",0,0,693,0.04
5945,RBF,9/2/2022,"300,000","378,000",0,0,719.5,0.02
5944,RBF,9/1/2022,"500,000","645,000",0,0,723,0.04
5943,RBF,9/1/2022,"750,000","1,012,500",0,"642,623",706.6666,0.05
5942,RBF,9/1/2022,"300,000","405,000",0,0,615,0.09
5941,SuperB,9/1/2022,"2,000,000","2,560,000",0,0,692,0.04
5940,RBF,9/1/2022,"200,000","264,000",0,0,664,0.08
5939,RBF,9/1/2022,"230,000","299,000",0,0,610,0.06
5938,RBF,9/1/2022,"450,000","594,000",0,0,658,0.07
5937,RBF,9/1/2022,"500,000","615,000",0,0,663.5,0.01
5936,RBF,8/31/2022,"100,000","119,000",0,0,581,0
5935,RBF,8/31/2022,"100,000","117,000",0,0,712,0.01
5934,RBF,8/31/2022,"575,000","724,500",0,0,683,0.02
5933,RBF,8/30/2022,"300,000","372,000",0,0,730,0.04
5932,RBF,8/30/2022,"20,000","25,600",0,0,673,0.03
5931,RBF,8/30/2022,"100,000","134,000",0,0,737,0.12
5930,RBF,8/30/2022,"800,000","1,008,000",0,"493,018",745,0.02
5929,RBF,8/30/2022,"264,981","323,277",0,0,704,0.02
5928,RBF,8/30/2022,"30,000","41,700",0,0,707,0
5927,RBF,8/30/2022,"150,000","208,500",0,0,769,0.09
5926,RBF,8/29/2022,"400,000","552,000",0,"137,142",729.5,0.11
5925,RBF,8/29/2022,"50,000","65,000",0,0,700,0.08
5924,RBF,8/29/2022,"500,000","625,000",0,0,595,0.02
5923,RBF,8/29/2022,"30,000","37,800",0,0,745,0.06
5922,RBF,8/29/2022,"300,000","390,000",0,0,751,0.06
5921,RBF,8/26/2022,"200,000","268,000",0,0,705,0.12
5920,RBF,8/26/2022,"250,000","305,000",0,0,744,0.01
5919,RBF,8/26/2022,"300,000","399,000",0,0,633,0.03
5918,RBF,8/26/2022,"2,151,754","2,775,762",0,0,713,0.05
5917,RBF,8/26/2022,"300,000","372,000",0,0,728,0.03
5916,RBF,8/26/2022,"70,000","93,100",0,0,659,0.08
5915,RBF,8/26/2022,"750,000","975,000",0,"247,969",730,0.05
5914,SuperB,8/25/2022,"1,500,000","1,800,000",0,0,782,0.04
5913,RBF,8/25/2022,"325,000","394,875",0,0,641,0.02
5912,RBF,8/25/2022,"400,000","528,000",0,0,701,0.06
5911,RBF,8/25/2022,"500,000","630,000",0,0,752,0.04
5910,RBF,8/25/2022,"60,000","73,200",0,0,765,0.06
5909,RBF,8/24/2022,"50,000","66,500",0,0,677,0.08
5908,RBF,8/24/2022,"500,000","620,000",0,0,723,0.04
5907,RBF,8/24/2022,"230,000","276,000",0,0,759,0.01
5906,SuperB,8/24/2022,"1,000,000","1,240,000",0,0,751,0.05
5905,RBF,8/24/2022,"250,000","315,000",0,0,802,0.04
5904,RBF,8/23/2022,"24,000","31,920",0,0,546,0.11
5903,SuperB,8/23/2022,"2,250,000","2,677,500",0,0,704,0.015
5902,RBF,8/23/2022,"142,000","188,860",0,0,677,0.09
5900,RBF,8/23/2022,"30,000","41,700",0,0,607,0.12
5899,RBF,8/23/2022,"41,000","51,660",0,0,670,0.02
5898,SuperB,8/22/2022,"500,000","625,000",0,0,712,0.01
5897,SuperB,8/22/2022,"2,000,000","2,560,000",0,0,739,0.04
5896,RBF,8/22/2022,"75,000","99,000",0,"69,107",687,0.08
5895,RBF,8/19/2022,"250,000","322,500",0,0,727.5,0.05
5894,RBF,8/19/2022,"210,000","281,400",0,0,781,0.06
5893,SuperB,8/19/2022,"650,000","773,500",0,0,755,0.01
5892,RBF,8/18/2022,"80,000","109,600",0,0,697,0.12
5891,RBF,8/18/2022,"400,000","500,000",0,0,690.5,0.03
5890,RBF,8/18/2022,"50,000","62,500",0,0,682,0.07
5889,RBF,8/17/2022,"2,000,000","2,660,000",0,0,680,0.05
5888,SuperB,8/17/2022,"2,000,000","2,470,000",0,0,778,0.01
5887,RBF,8/17/2022,"200,000","260,000",0,"144,454",624,0.05
5886,RBF,8/17/2022,"65,000","83,200",0,"53,114",744,0.05
5885,RBF,8/17/2022,"400,000","548,000",0,142,662,0.1
5884,RBF,8/17/2022,"150,000","186,000",0,0,724.5,0.04
5883,RBF,8/17/2022,"200,000","256,000",0,0,736,0.04
5882,RBF,8/16/2022,"1,675,000","2,244,500",0,0,698,0.05
5881,RBF,8/16/2022,"250,000","325,000",0,"18,348",723,0.05
5880,RBF,8/16/2022,"50,000","64,500",0,0,668,0.05
5879,RBF,8/16/2022,"800,000","976,000",0,"256,783",729,0.04
5878,RBF,8/15/2022,"350,000","458,500",0,0,678,0.07
5877,RBF,8/15/2022,"500,000","660,000",0,0,809.5,0.04
5876,RBF,8/15/2022,"300,000","372,000",0,0,727,0.05
5875,SuperB,8/15/2022,"450,000","553,500",0,0,793,0.03
5874,RBF,8/12/2022,"397,959","497,449",0,0,636.5,0
5873,RBF,8/12/2022,"750,000","937,500",0,0,645.5,0
5872,RBF,8/12/2022,"350,000","465,500",0,0,666,0.08
5871,RBF,8/12/2022,"215,000","294,550",0,0,737,0.07
5870,RBF,8/12/2022,"350,000","448,000",0,0,749,0.02
5869,RBF,8/12/2022,"750,000","967,500",0,0,674,0.03
5868,SuperB,8/11/2022,"1,000,000","1,160,000",0,0,780,0.01
5867,RBF,8/11/2022,"2,500,000","3,325,000",0,0,749,0.05
5866,RBF,8/11/2022,"500,000","620,000",0,0,720,0.04
5865,RBF,8/11/2022,"100,000","127,000",0,0,663,0.05
5863,RBF,8/11/2022,"150,000","189,000",0,0,707,0.04
5862,RBF,8/10/2022,"400,000","544,000",0,0,716,0.12
5861,RBF,8/10/2022,"110,000","137,500",0,0,737,0.03
5860,RBF,8/10/2022,"300,000","381,000",0,0,737,0.04
5859,RBF,8/10/2022,"750,000","997,500",0,0,767.5,0.07
5858,RBF,8/10/2022,"75,000","97,500",0,0,623,0.05
5857,RBF,8/9/2022,"500,000","675,000",0,0,712,0.07
5856,RBF,8/9/2022,"110,000","140,800",0,0,662,0.03
5855,RBF,8/9/2022,"250,000","315,000",0,0,769,0.04
5854,SuperB,8/8/2022,"900,000","1,098,000",0,"668,035",753,0.03
5853,RBF,8/8/2022,"750,000","997,500",0,"71,600",686,0.04
5852,RBF,8/8/2022,"600,000","750,000",0,0,748,0.02
5851,RBF,8/5/2022,"350,000","483,000",0,0,654,0.1
5850,RBF,8/5/2022,"150,000","208,500",0,0,710,0.12
5849,RBF,8/5/2022,"750,000","997,500",0,"11,725",686,0.04
5848,RBF,8/5/2022,"3,000,000","3,885,000",0,0,771.5,0.03
5847,RBF,8/5/2022,"200,000","264,000",0,0,763,0.06
5846,SuperB,8/5/2022,"3,000,000","3,885,000",0,0,800.5,0.005
5845,RBF,8/5/2022,"75,000","102,000",0,0,697,0.12
5844,SuperB,8/5/2022,"200,000","244,000",0,0,747,0.03
5843,RBF,8/4/2022,"200,000","258,000",0,0,589,0.02
5842,RBF,8/4/2022,"200,000","260,000",0,0,653,0.05
5841,RBF,8/4/2022,"50,000","62,500",0,0,687,0.07
5840,RBF,8/3/2022,"1,250,000","1,587,500",0,0,727,0.02
5839,RBF,8/3/2022,"300,000","408,000",0,0,649,0.12
5838,RBF,8/3/2022,"150,000","189,000",0,0,755,0.08
5837,RBF,8/3/2022,"300,000","384,000",0,0,654.5,0.05
5835,RBF,8/3/2022,"350,000","476,000",0,0,588,0.08
5834,RBF,8/3/2022,"120,000","158,400",0,"4,128",690,0.05
5833,RBF,8/2/2022,"430,000","593,400",0,0,792,0.1
5832,RBF,8/1/2022,"175,000","224,000",0,0,667,0.035
5831,RBF,7/29/2022,"325,000","442,000",0,"61,562",615,0.12
5830,RBF,7/29/2022,"2,000,000","2,560,000",0,"1,450,219",712,0.02
5829,RBF,7/29/2022,"405,000","486,000",0,0,676,0.04
5828,RBF,7/29/2022,"750,000","967,500",0,0,757.5,0.02
5827,RBF,7/29/2022,"155,000","201,500",0,0,725,0.05
5826,RBF,7/29/2022,"150,000","187,500",0,0,752.5,0.02
5825,RBF,7/29/2022,"50,000","63,000",0,0,756,0.06
5824,RBF,7/28/2022,"300,000","390,000",0,"173,588",780.5,0.07
5823,RBF,7/28/2022,"500,000","700,000",0,0,581,0.08
5822,RBF,7/28/2022,"105,000","143,850",0,"46,500",689,0.1
5821,RBF,7/27/2022,"200,000","260,000",0,0,730,0.05
5820,RBF,7/27/2022,"200,000","250,000",0,"164,286",N/A,0.05
5819,RBF,7/27/2022,"65,000","85,800",0,0,768,0.04
5818,RBF,7/25/2022,"1,953,562","2,598,238","-1,609,782",0,620,0.03
5817,RBF,7/25/2022,"300,000","390,000",0,0,652,0.05
5816,RBF,7/25/2022,"200,000","268,000",0,0,661,0.06
5815,RBF,7/25/2022,"600,000","756,000","-606,750",0,725,0.04
5814,RBF,7/22/2022,"250,000","302,500",0,0,759.5,0.08
5813,RBF,7/22/2022,"375,000","487,500",0,0,668,0.05
5812,RBF,7/22/2022,"50,000","67,500",0,0,697,0.12
5811,RBF,7/22/2022,"100,000","137,000",0,0,740.5,0.12
5810,SuperB,7/21/2022,"2,000,000","2,240,000",0,0,704,0
5809,RBF,7/21/2022,"274,310","351,117",0,0,712,0.03
5808,RBF,7/21/2022,"150,000","201,000",0,0,559,0.08
5807,RBF,7/20/2022,"650,000","760,500",0,0,709,0.01
5806,SuperB,7/20/2022,"1,806,633","2,131,827",0,0,794,0.01
5805,RBF,7/20/2022,"400,000","488,000",0,0,746,0.04
5804,RBF,7/20/2022,"40,000","54,800",0,0,565,0.07
5803,RBF,7/20/2022,"300,000","405,000",0,0,684,0.07
5802,RBF,7/19/2022,"250,000","325,000",0,0,742,0.05
5801,RBF,7/19/2022,"100,000","130,000",0,0,707,0.08
5800,RBF,7/19/2022,"315,000","444,150",0,0,662,0.12
5799,RBF,7/19/2022,"500,000","670,000",0,0,703,0.06
5798,RBF,7/19/2022,"150,000","195,000","-43,976",0,809,0.03
5797,RBF,7/19/2022,"350,000","444,500",0,0,704,0.04
5796,RBF,7/19/2022,"50,000","67,500",0,0,697,0.12
5795,RBF,7/18/2022,"82,500","113,850",0,0,758,0.11
5794,RBF,7/18/2022,"400,000","504,000",0,0,680,0.03
5793,RBF,7/18/2022,"1,000,020","1,340,027",0,"872,951",683,0.07
5792,RBF,7/15/2022,"150,000","196,500",0,0,713.5,0.05
5791,RBF,7/15/2022,"800,000","1,032,000",0,0,769,0.02
5790,SuperB,7/15/2022,"700,000","854,000",0,0,802,0.02
5789,RBF,7/15/2022,"1,000,000","1,300,000",0,0,709,0.05
5788,RBF,7/15/2022,"60,000","79,800",0,0,594,0.07
5786,RBF,7/14/2022,"100,000","130,000",0,0,730,0.05
5785,RBF,7/14/2022,"60,000","72,600",0,0,680,0.03
5784,RBF,7/14/2022,"325,000","438,750",0,0,639,0.07
5783,RBF,7/14/2022,"450,000","585,000",0,0,804,0.05
5782,RBF,7/14/2022,"200,000","274,000",0,0,715,0.12
5781,RBF,7/14/2022,"860,000","1,066,400",0,0,710.5,0.01
5780,SuperB,7/14/2022,"1,600,000","1,840,000",0,0,741,0
5779,RBF,7/13/2022,"50,000","62,500",0,0,718,0.05
5778,RBF,7/13/2022,"350,000","465,500",0,0,705.5,0.08
5777,RBF,7/13/2022,"60,000","77,400",0,0,684,0.08
5776,RBF,7/13/2022,"300,000","357,000",0,0,704,0.02
5775,RBF,7/13/2022,"300,000","357,000",0,0,704,0.02
5774,RBF,7/13/2022,"300,000","382,500",0,0,744,0.07
5773,RBF,7/13/2022,"200,000","246,000",0,0,724.5,0.02
5772,RBF,7/12/2022,"150,000","190,500",0,"127,321",724,0.05
5771,SuperB,7/12/2022,"770,008","920,160",0,0,723,0.01
5770,RBF,7/12/2022,"500,000","715,000",0,0,657.5,0.09
5769,RBF,7/12/2022,"375,000","472,500",0,0,655,0.03
5768,RBF,7/11/2022,"200,000","260,000",0,0,736,0.04
5767,RBF,7/11/2022,"250,000","312,500",0,"89,763",646,0.04
5766,RBF,7/11/2022,"350,000","448,000",0,0,762,0.05
5765,SuperB,7/8/2022,"2,119,453","2,511,552",0,0,768,0.01
5764,RBF,7/8/2022,"275,000","354,750",0,0,690,0.045
5763,RBF,7/8/2022,"300,000","390,000",0,"257,792",764.5,0.05
5762,RBF,7/8/2022,"800,000","1,072,000",0,"294,285",778,0.05
5761,RBF,7/8/2022,"200,000","248,000",0,0,692,0.05
5760,RBF,7/8/2022,"65,000","89,700",0,0,646,0.12
5759,RBF,7/7/2022,"250,000","327,500",0,0,695.5,0.02
5758,RBF,7/7/2022,"1,300,000","1,716,000",0,0,665,0.03
5757,RBF,7/7/2022,"40,000","54,800",0,"36,738",638,0.12
5756,RBF,7/7/2022,"170,000","214,200",0,0,633,0.03
5755,RBF,7/7/2022,"200,000","264,000",0,0,761,0.05
5754,RBF,7/7/2022,"525,000","698,250","-252,568",0,672.5,0.05
5753,RBF,7/6/2022,"180,000","226,800",0,"107,424",749,0.01
5752,RBF,7/6/2022,"1,500,000","1,650,000",0,0,806.5,0.005
5751,RBF,7/6/2022,"235,000","314,900",0,0,716,0.12
5750,RBF,7/6/2022,"100,000","134,000",0,"9,390",662,0.09
5749,RBF,7/6/2022,"402,759","487,338",0,0,745,0.01
5748,RBF,7/6/2022,"570,000","746,700",0,0,703,0.05
5747,RBF,7/5/2022,"1,000,000","1,320,000",0,0,686,0.065
5746,RBF,7/5/2022,"18,000","21,780",0,0,546,0.05
5745,RBF,7/1/2022,"1,100,000","1,419,000",0,0,790.5,0.03
5744,RBF,7/1/2022,"275,000","330,000",0,0,662,0.03
5743,RBF,7/1/2022,"45,000","56,925",0,"22,756",604,0.015
5742,RBF,7/1/2022,"150,000","176,250",0,0,623,0.04
5741,RBF,7/1/2022,"225,000","292,500",0,0,660,0.07
5740,RBF,6/30/2022,"75,000","92,250",0,0,685,0.05
5739,RBF,6/30/2022,"150,000","192,000",0,0,710,0.04
5738,RBF,6/30/2022,"1,750,000","2,362,500",0,0,801.5,0.04
5737,RBF,6/30/2022,"98,500","134,945",0,0,627,0.09
5736,RBF,6/30/2022,"125,000","171,250",0,"117,587",743,0.1
5735,RBF,6/30/2022,"200,000","266,000",0,0,731,0.08
5734,RBF,6/30/2022,"200,000","272,000",0,"2,281",658,0.12
5733,RBF,6/30/2022,"350,000","451,500",0,"213,513",728,0.03
5732,RBF,6/30/2022,"500,000","620,000",0,0,763,0.04
5731,RBF,6/30/2022,"250,000","332,500",0,0,661,0.08
